title,url,summary,full_text
Chōzubachi,https://en.wikipedia.org/wiki/Ch%C5%8Dzubachi,"A chōzubachi (手水鉢), or water bowl, is a vessel used to rinse the hands in Japanese temples, shrines and gardens. Usually made of stone, it plays an important role in the tea ceremony. Guests use it to wash their hands before entering the tearoom, a practice originally adapted from the custom of rinsing one’s mouth and cleansing one’s body in the chōzuya before entering the sacred precincts of a Shinto shrine or a Buddhist temple.
Prior to modern plumbing, Japanese homes contained a chōzu-bachi with a dipper, and provisions for drainage of wastewater, placed so that it could be used from the engawa (veranda or corridor). A towel was often hung nearby. One would be placed near the entrance of a latrine, though there might also be chōzu-bachi elsewhere.
There are many types of chōzu-bachi; for instance, a low chōzu-bachi, with attendant stones, is called a tsukubai and is often found in tea-gardens. Chōzu-bachi are usually stone, but may be made of other materials, such as ceramic or bronze.","A chōzubachi (手水鉢), or water bowl, is a vessel used to rinse the hands in Japanese temples, shrines and gardens. Usually made of stone, it plays an important role in the tea ceremony. Guests use it to wash their hands before entering the tearoom, a practice originally adapted from the custom of rinsing one’s mouth and cleansing one’s body in the chōzuya before entering the sacred precincts of a Shinto shrine or a Buddhist temple. Prior to modern plumbing, Japanese homes contained a chōzu-bachi with a dipper, and provisions for drainage of wastewater, placed so that it could be used from the engawa (veranda or corridor). A towel was often hung nearby. One would be placed near the entrance of a latrine, though there might also be chōzu-bachi elsewhere. There are many types of chōzu-bachi; for instance, a low chōzu-bachi, with attendant stones, is called a tsukubai and is often found in tea-gardens. Chōzu-bachi are usually stone, but may be made of other materials, such as ceramic or bronze. Gallery See also Chōzuya == Notes =="
Enshū-ryū,https://en.wikipedia.org/wiki/Ensh%C5%AB-ry%C5%AB,"Enshū-ryū (遠州流) is a school of Japanese tea ceremony and also of ikebana, the art of flower arrangement.","Enshū-ryū (遠州流) is a school of Japanese tea ceremony and also of ikebana, the art of flower arrangement. Kobori Enshū Another school is the Kobori Enshū-ryū. It originated with Lord Kobori Enshū (1579–1647). Kobori Enshu (1579-1647) was a feudal lord active in culture and administration as a senior vassal of the Tokugawa Shogunate in the early years of the Edo period. He was involved in the construction of buildings, tea rooms, and gardens for the Tokugawa Shogunate and the court. Lord Enshu served as a tea ceremony instructor under three Tokugawa shoguns. In his teachings, he added his own samurai sensibility to the wabi-sabi of previous tea masters. To this he added a focus on aristocratic elegance. In addition to tea ceremony, Enshu’s aesthetics continue to influence Japanese art, calligraphy, and architecture today. Tea Ceremony at Gokokuji Temple in Tokyo by the Kobori Enshu Ryu School Kobori Enshū-ryū School of Tea Ceremony The larger Iemoto schools surviving today mostly descend from Sen-no-Rikyu, early founder of the tea ceremony. Rikyu came from the merchant class and was not a samurai. However, there are a few Iemoto with old lineages that were founded by feudal lords, and incorporate samurai values. The Kobori Enshu School is one of these “samurai tea” traditions. After Enshu’s death in 1647, the family split into two lines, one headed by Enshu’s son, the other by Masayuki Kobori, Enshu’s younger brother. Kobori Masayuki served as a senior official to Tokugawa Ieyasu, the shogun responsible for unifying Japan. A scandal in the 1780s disrupted the Enshu family lineage, which cut the senior line of the family off from their lordly status and the warrior class. Only the Masayuki branch of the family continued to serve the shogunate as a direct vassal until the end of the Edo period. During the Edo period, the samurai tea ceremony was restricted to samurai and was not accessible to the general public, but after the Meiji Restoration in 1868, the 12th Iemoto, Soshu, opened the practice to reach broader audiences. Two generations later, the 14th Iemoto, Sochu, expanded the scope of the family’s influence, including an appointment as the tea ceremony instructor to Her Imperial Highness Princess Kikuko of Takamatsu. Today, there are Kobori Enshu branches all over Japan, from Iwate Prefecture in the north, to Fukuoka in the south. In addition to regular lessons and tea ceremonies, tea masters associated with the School hold workshops throughout the country to improve their practice. Tea gatherings are an important part of international outreach as well; tea masters use their practice to share Japanese culture in settings such as the United States and Europe. The Kobori Enshu School of Tea Ceremony continues to play a role in generating appreciation for traditional Japanese culture at home and abroad. Tea Ceremony Tea Ceremony, codified in its present form in the late 16th century, is a “path”, both spiritual and aesthetic. It has been passed down the centuries via hereditary “Iemoto,” a system unique to Japanese arts. Iemoto,..."
Fukusa,https://en.wikipedia.org/wiki/Fukusa,"Fukusa (袱紗; also written as 帛紗 and 服紗) are a type of Japanese textile used for gift-wrapping or for purifying equipment during a Japanese tea ceremony. Fukusa are square or almost square pieces of lined fabric ranging in size about 9–36 inches (230–910 mm) along one side. They are typically made of fine silk and may be decorated with embroidery in auspicious designs.
The use of fukusa as a way of presenting gifts has mostly died out, lingering instead mainly in certain ritual exchanges of gifts during weddings in a few regions of Japan.","Fukusa (袱紗; also written as 帛紗 and 服紗) are a type of Japanese textile used for gift-wrapping or for purifying equipment during a Japanese tea ceremony. Fukusa are square or almost square pieces of lined fabric ranging in size about 9–36 inches (230–910 mm) along one side. They are typically made of fine silk and may be decorated with embroidery in auspicious designs. The use of fukusa as a way of presenting gifts has mostly died out, lingering instead mainly in certain ritual exchanges of gifts during weddings in a few regions of Japan. Use Traditionally in Japan, gifts were placed in boxes or on a wooden or lacquered tray, over which a fukusa would be draped. The choice of a fukusa appropriate to the occasion was considered an important part of the gift itself, and part of its formality. The practice of covering a gift became widespread during the Edo period (1603–1867). The scene or motifs depicted on fukusa are chosen to indicate either the occasion for which the gift is being given, or because they are appropriate for one of the annual festivals when gifts are exchanged. The richness of the decoration of the fukusa attests to the giver's wealth and aesthetics. Once a gift was exchanged, after being admired, the fukusa and box or tray presented with the gift are typically returned to the gift's original giver. However, before the Meiji Restoration, when gifts were presented to a high official, the fukusa was not always returned. This was one of many subtle devices used to control the wealth of the aristocratic (daimyō) and samurai classes. History The practice of covering a gift became widespread during the Edo period (1603–1867). In the Edo period, textiles, which had long been an integral part of Japanese art, were developed further through the rising wealth of the merchant classes, whose disposable income allowed them to imitate the upper classes through the patronage of textile artists, dyers and embroiderers. Unlike Western art, Japanese art did not arbitrarily divide between fine arts and decorative arts, and a number of eminent artists were commissioned to design textiles, including fukusa; however, artists seldom signed their work. In the first part of the 18th century, the typical decoration of a fukusa reflected the tastes of the aristocracy. The subtle cultural references inherent in their designs would be recognizable only to the educated members of the upper classes, who lived and exchanged gifts in the cities of Kyoto and Edo (modern-day Tokyo) and their surrounding areas. By the 19th century, the merchant classes of Japan had begun to move up the social ladder in terms of wealth and artistic influence, and adopted many customs of the aristocracy with their new-found wealth, including the custom of gift-giving with fukusa. Today, fukusa are rarely used, and when they are it is almost exclusively around Tokyo and Kyoto for gifts given at the time of marriage. Decoration Satin silk was the preferred fabric for embroidered fukusa, which often made extensive..."
Furuichi Chōin,https://en.wikipedia.org/wiki/Furuichi_Ch%C5%8Din,"Furuichi Chōin (1452–1508) (a.k.a. Furuichi Harima) was a minor Japanese lord and cha-no-yu aficionado during the Sengoku period. A disciple of Murata Jukō, he was the recipient of Jukō's treatise on the tea ceremony, Kokoro no fumi (心の手紙 ""Letter of the heart""). He also received the Shinkei Sōzu Teikin, an essay on the composition of renga poetry, from Inawashiro Kensai.
Chōin was an acolyte at the temple at Kōfuku-ji, having been sent to study there at the age of 13. Ten years later, he became the leader of a group of warrior monks. He later became daimyō of Furuichi, a small town near Nara, and his family developed a reputation as patrons of the arts. Chōin and his brother Chōei developed the practice of rinkan chanoyu (combining the tea ceremony with the practice of communal bathing).


== References ==","Furuichi Chōin (1452–1508) (a.k.a. Furuichi Harima) was a minor Japanese lord and cha-no-yu aficionado during the Sengoku period. A disciple of Murata Jukō, he was the recipient of Jukō's treatise on the tea ceremony, Kokoro no fumi (心の手紙 ""Letter of the heart""). He also received the Shinkei Sōzu Teikin, an essay on the composition of renga poetry, from Inawashiro Kensai. Chōin was an acolyte at the temple at Kōfuku-ji, having been sent to study there at the age of 13. Ten years later, he became the leader of a group of warrior monks. He later became daimyō of Furuichi, a small town near Nara, and his family developed a reputation as patrons of the arts. Chōin and his brother Chōei developed the practice of rinkan chanoyu (combining the tea ceremony with the practice of communal bathing). == References =="
Grand Kitano Tea Ceremony,https://en.wikipedia.org/wiki/Grand_Kitano_Tea_Ceremony,"The Grand Kitano Tea Ceremony (Japanese: 北野大茶湯, Hepburn: Kitano ōchanoyu), also known in English as the Grand Kitano Tea Gathering, was a large Japanese tea ceremony event that was hosted by the regent and chancellor Toyotomi Hideyoshi at Kitano Tenmangū shrine in Kyoto on the first day of the tenth month in the year Tenshō 15 (1587). Japanese cultural historians view it as a major cultural event of the Momoyama period. Louise Cort points out these three reasons: The event was ""a key move in Hideyoshi's strategy to prove his cultural legitimacy; a turning point in the development of chanoyu style and theory; and a crisis in the personal relationship between its chief designers, two of the most influential figures of the Momoyama period, Hideyoshi and Sen no Rikyū"".","The Grand Kitano Tea Ceremony (Japanese: 北野大茶湯, Hepburn: Kitano ōchanoyu), also known in English as the Grand Kitano Tea Gathering, was a large Japanese tea ceremony event that was hosted by the regent and chancellor Toyotomi Hideyoshi at Kitano Tenmangū shrine in Kyoto on the first day of the tenth month in the year Tenshō 15 (1587). Japanese cultural historians view it as a major cultural event of the Momoyama period. Louise Cort points out these three reasons: The event was ""a key move in Hideyoshi's strategy to prove his cultural legitimacy; a turning point in the development of chanoyu style and theory; and a crisis in the personal relationship between its chief designers, two of the most influential figures of the Momoyama period, Hideyoshi and Sen no Rikyū"". Background Toyotomi Hideyoshi, a warrior of humble background who rose to eventually become the national ruler, recognized cultural knowledge to be as important an attribute of leadership as military might and took up the practice of chanoyu as a means of demonstrating his cultivation. This had been the same with aspiring rulers before him, such as Oda Nobunaga in particular, whom Hideyoshi succeeded in the campaign to reunify the country after the fall of the Ashikaga shogunate. To further enhance their image as legitimate rulers, Nobunaga and Hideyoshi after him sought to acquire works of art that had belonged to the Ashikaga shōguns. Nobunaga acquired some of those treasures as tokens of allegiance from warlords and merchants with whom he had formed political alliances. Others he ordered confiscated from their owners, often men whom he had defeated on the battlefield. Nobunaga furthermore made use of chanoyu as his ""way of politics"" (chanoyu goseidō) in his relationships with his military commanders. This was by prohibiting them from practicing chanoyu without his permission, and giving them esteemed art works for use in chanoyu as rewards for distinguished service. After the dramatic death of Nobunaga in the summer of 1582 at Honnō-ji temple, Kyoto, Hideyoshi within days had seized political initiative. He continued the course set by Nobunaga and, with respect to chanoyu, he took possession of Nobunaga's cherished art works for chanoyu use, symbols of his new wealth and culture. Later that year, he announced to Nobunaga's three chief chanoyu advisors -- Rikyū, Tsuda Sōgyū, and Imai Sōkyū -- his intention of enlisting them in his own service. The Grand Kitano Tea Gathering was one of the many extravaganzas staged by Hideyoshi as part of his quest for legitimacy through cultural authority. In 1583, he marked the opening of his newly completed Osaka Castle with a volley of ceremonies that lasted days and brought together both tea men and warlords. The visiting generals at that event followed custom by presenting him with art works for chanoyu use. On the 5th day of the 3rd month in 1585, he held a mammoth event at Daitoku-ji, heartland of Zen power in the capital and training ground for many men who became lay monks as part..."
Hanabiramochi,https://en.wikipedia.org/wiki/Hanabiramochi,"Hanabiramochi (葩餅) is a Japanese sweet (wagashi), usually eaten at the beginning of the year. Hanabiramochi are also served at the first tea ceremony of the new year.","Hanabiramochi (葩餅) is a Japanese sweet (wagashi), usually eaten at the beginning of the year. Hanabiramochi are also served at the first tea ceremony of the new year. Origin The name ""hanabiramochi"" literally means ""flower petal mochi"". The original form of Hanabiramochi is Hishihanabira, a dessert that was eaten by the Imperial family at special events coinciding with the beginning of the year. Hanabiramochi was first made in the Meiji Era, and is now a familiar New Year wagashi. Form The exact shape of hanabiramochi is strictly defined by tradition. The white mochi covering is flat and round, folded over to form a semicircular shape, and must have a pink color showing through in the center of the confection, fading to a white at the edge. Unlike a daifuku, the mochi must not completely seal the insides. In the center of a hanabiramochi is a layer of anko, a sweet bean paste, commonly the white kind made from sweetened mung beans. In the very center is a thin strip of sweetly flavoured gobo (burdock), which protrudes from the mochi on both sides. Significance and symbolism Each element of the hanabiramochi is significant: The red colour showing through the white mochi is not only appropriate to the celebration of the new year, but also evokes the Japanese apricot/plum (ume) blossom, which in turn represents the purity, perseverance, and renewal associated with the New Year. The gobo represents pressed ayu, a fish exclusive to East Asia, and a prayer for a long life. See also Sakuramochi Hwajeon Japanese New Year == References =="
Hanakago,https://en.wikipedia.org/wiki/Hanakago,"Hanakago (花籠) is a Japanese language term and means ""flower basket"". In Japanese bamboo weaving, a flower basket is used in ikebana and sometimes also used in Japanese tea ceremony. 
Named after it are: 

Hanakago stable (花籠部屋, Hanakago beya), a stable of sumo wrestlers
Hanakago stable (1992), a later incarnation of the stable
Hanakago (toshiyori), a sumo toshiyori held by Daijuyama Tadaaki as of 2020","Hanakago (花籠) is a Japanese language term and means ""flower basket"". In Japanese bamboo weaving, a flower basket is used in ikebana and sometimes also used in Japanese tea ceremony. Named after it are: Hanakago stable (花籠部屋, Hanakago beya), a stable of sumo wrestlers Hanakago stable (1992), a later incarnation of the stable Hanakago (toshiyori), a sumo toshiyori held by Daijuyama Tadaaki as of 2020"
Ichi-go ichi-e,https://en.wikipedia.org/wiki/Ichi-go_ichi-e,"Ichi-go ichi-e (Japanese: 一期一会; pronounced [it͡ɕiꜜɡo it͡ɕiꜜe], lit. ""one time, one meeting"") is a Japanese four-character idiom (yojijukugo) that describes a cultural concept of treasuring the unrepeatable nature of a moment. The term has been roughly translated as ""for this time only"", and ""once in a lifetime"". The term reminds people to cherish any gathering that they may take part in, citing the fact that any moment in life cannot be repeated; even when the same group of people get together in the same place again, a particular gathering will never be replicated, and thus each moment is always a once-in-a-lifetime experience. The concept is most commonly associated with Japanese tea ceremonies, especially tea masters Sen no Rikyū and Ii Naosuke.","Ichi-go ichi-e (Japanese: 一期一会; pronounced [it͡ɕiꜜɡo it͡ɕiꜜe], lit. ""one time, one meeting"") is a Japanese four-character idiom (yojijukugo) that describes a cultural concept of treasuring the unrepeatable nature of a moment. The term has been roughly translated as ""for this time only"", and ""once in a lifetime"". The term reminds people to cherish any gathering that they may take part in, citing the fact that any moment in life cannot be repeated; even when the same group of people get together in the same place again, a particular gathering will never be replicated, and thus each moment is always a once-in-a-lifetime experience. The concept is most commonly associated with Japanese tea ceremonies, especially tea masters Sen no Rikyū and Ii Naosuke. History The term can be traced back to the 16th century to an expression by tea master Sen no Rikyū: ""one chance in a lifetime"" (一期に一度, ichigo ni ichido). Rikyū's apprentice Yamanoue Sōji instructs in Yamanoue Sōji Ki to give respect to your host ""as though it were a meeting that could occur only once in the lifetime"" (一期に一度の会のように, ichigo ni ichido no e no yō ni). Ichigo (一期) is a Buddhist term meaning ""one lifetime"". Later, in the mid-19th century, Ii Naosuke, Tairō (chief administrator) of the Tokugawa shogunate, elaborated on the concept in Chanoyu Ichie Shū: Great attention should be given to a tea gathering, which we can speak of as ""one time, one meeting"" (ichigo, ichie). Even though the host and guests may see each other often socially, one day's gathering can never be repeated exactly. Viewed this way, the meeting is indeed a once-in-a-lifetime occasion. The host, accordingly, must in true sincerity take the greatest care with every aspect of the gathering and devote himself entirely to ensuring that nothing is rough. The guests, for their part, must understand that the gathering cannot occur again and, appreciating how the host has flawlessly planned it, must also participate with true sincerity. This is what is meant by ""one time, one meeting."" This passage established the yojijukugo (four-letter idiomatic) form ichi-go ichi-e (一期一会) known today. Interpretation and usage Ichi-go ichi-e is linked with Zen Buddhism and concepts of transience. The term is particularly associated with the Japanese tea ceremony, and is often brushed onto scrolls which are hung in the tea room. The term is also much repeated in budō (martial arts). It is sometimes used to admonish students who become careless or frequently stop techniques midway to ""try again"", rather than moving on with the technique despite the mistake. In a life-or-death struggle, there is no chance to try again. Even though techniques may be attempted many times in the dojo, each should be seen as a singular and decisive event. Similarly, in noh theater, performances are only rehearsed together once, a few days before the show, rather than the many times that are typical in the West, this corresponding to the transience of a given show. In popular culture Romanian conductor Sergiu Celibidache's focus was..."
Iemoto,https://en.wikipedia.org/wiki/Iemoto,"Iemoto (家元, lit. 'family foundation') is a Japanese term used to refer to the founder or current Grand Master of a certain school of traditional Japanese art. It is used synonymously with the term sōke (宗家) when it refers to the family or house that the iemoto is head of and represents.
The word iemoto is also used to describe a system of familial generations in traditional Japanese arts such as tea ceremony (including sencha), ikebana, Noh, calligraphy, traditional Japanese dance, traditional Japanese music, the Japanese art of incense appreciation (kōdō), and Japanese martial arts. Shogi and Go once used the iemoto system as well. The iemoto system is characterized by a hierarchical structure and the supreme authority of the iemoto, who has inherited the secret traditions of the school from the previous iemoto.","Iemoto (家元, lit. 'family foundation') is a Japanese term used to refer to the founder or current Grand Master of a certain school of traditional Japanese art. It is used synonymously with the term sōke (宗家) when it refers to the family or house that the iemoto is head of and represents. The word iemoto is also used to describe a system of familial generations in traditional Japanese arts such as tea ceremony (including sencha), ikebana, Noh, calligraphy, traditional Japanese dance, traditional Japanese music, the Japanese art of incense appreciation (kōdō), and Japanese martial arts. Shogi and Go once used the iemoto system as well. The iemoto system is characterized by a hierarchical structure and the supreme authority of the iemoto, who has inherited the secret traditions of the school from the previous iemoto. Titles An iemoto may be addressed by the title Iemoto or O-Iemoto, or by the title Sōshō (宗匠) or Ō-sensei (大先生). In English, iemoto is often translated as ""Grand Master"". The iemoto's main roles are to lead the school and protect its traditions, to be the final authority on matters concerning the school, to issue or approve licenses and certificates and, in some cases, to instruct the most advanced practitioners. The title of iemoto in most cases is hereditary. It is commonly transmitted by direct line, or by adoption. Once the ""successor-to-be"" is officially recognized, that successor-to-be may appropriate the title of Wakasōshō (若宗匠, ""Young Master""). By tradition, the title of iemoto is also passed down along with a hereditary name. In the Urasenke tradition of tea ceremony, for example, the iemoto carries the name ""Sōshitsu"". There can only be one iemoto at the head of one school at a time, which sometimes leads to the creation of new ""houses"" or ""lines"" by those wishing to be iemoto themselves. Structure Officially recognized teachers of the traditional arts that hold the position of iemoto obtain a license to teach from the former iemoto, signifying the iemoto's trust that the so-licensed person is capable and qualified to faithfully pass on the school's teachings. Students must also acquire licenses or certificates at various stages in their study. Depending on the school, such certificates either give the student permission to study at a particular level or affirm that the student has achieved a given level of mastery. Recipients must pay for these certificates which, at the highest level, may cost several million yen. It is also the iemoto who authorises, selects and bestows ceremonial names for advanced practitioners. History As far back as the Heian period (794–1185), there were iemoto-like family lines that were responsible for passing down the secret traditions and orthodox teachings of their particular school of art, but the first appearance of the word iemoto in extant records dates to the end of the 17th century, where it is used in reference to families entitled to have their sons become priests at great temples. Its use in the sense that it is used today, in the realm..."
Japanese tea utensils,https://en.wikipedia.org/wiki/Japanese_tea_utensils,"Tea utensils (茶道具, chadōgu) are the tools and utensils used in chadō, the Japanese way of tea.
Tea utensils can be divided into five major categories:

sōshoku dōgu (装飾道具, 'decorative items')
temae dōgu (点前道具, 'items for the tea-making service')
kaiseki dōgu (懐石道具, 'items for the chakaiseku meal')
mizuya dōgu (水屋道具, 'items used in the preparation room')
machiai dōgu/roji dōgu (待合道具/露地道具, 'items for the waiting room'/'items for the garden')
A wide range of utensils, known collectively as dōgu, is necessary for even the most basic tea ceremony. Generally, items which guests prepare themselves with for attending a chanoyu gathering are not considered chadōgu; rather, the term fundamentally applies to items involved to ""host"" a chanoyu gathering. This article, however, includes all forms of implements and paraphernalia involved in the practice of chanoyu.
High-end utensils are cherished, well preserved and documented and serve as historical artifacts. The honorary title Senke Jusshoku is given to the ten artisans that provide the utensils for the events held by the three primary iemoto Schools of Japanese tea known as the san-senke.
Utensils used for sencha are different, using a usually five-piece set of small cups, a small pot and a small cup to pour hot water. These utensils are typically ceramic.","Tea utensils (茶道具, chadōgu) are the tools and utensils used in chadō, the Japanese way of tea. Tea utensils can be divided into five major categories: sōshoku dōgu (装飾道具, 'decorative items') temae dōgu (点前道具, 'items for the tea-making service') kaiseki dōgu (懐石道具, 'items for the chakaiseku meal') mizuya dōgu (水屋道具, 'items used in the preparation room') machiai dōgu/roji dōgu (待合道具/露地道具, 'items for the waiting room'/'items for the garden') A wide range of utensils, known collectively as dōgu, is necessary for even the most basic tea ceremony. Generally, items which guests prepare themselves with for attending a chanoyu gathering are not considered chadōgu; rather, the term fundamentally applies to items involved to ""host"" a chanoyu gathering. This article, however, includes all forms of implements and paraphernalia involved in the practice of chanoyu. High-end utensils are cherished, well preserved and documented and serve as historical artifacts. The honorary title Senke Jusshoku is given to the ten artisans that provide the utensils for the events held by the three primary iemoto Schools of Japanese tea known as the san-senke. Utensils used for sencha are different, using a usually five-piece set of small cups, a small pot and a small cup to pour hot water. These utensils are typically ceramic. Boxes In Japan, cherished items are customarily stored in purpose-made wooden boxes. Valuable items for tea ceremony are usually stored in such a box, and in some cases, if the item has a long and distinguished history, several layers of boxes: an inner storage box (uchibako), middle storage box (nakabako), and outer storage box (sotobako). The storage boxes for tea implements are not tea equipment in themselves, but still hold importance in the practice of chanoyu, as the boxes used for particularly old and distinguished objects often feature inscriptions which serve to validate their history and provenance. Chabako Chabako (茶箱, lit. 'tea box[es]') are special lidded boxes containing the tea bowl, tea caddy, tea scoop and other equipment. They constitute portable tea-making sets for travel and making tea outdoors, and are available in many styles. The ""rikyū model"", made of plain paulownia wood, comes in a large size and a small size. The interior dimensions of the large version are slightly smaller than 19 centimetres (7.5 in) in length, 13 centimetres (5.1 in) in width, and 11.5 centimetres (4.5 in) in height. Rikyū-model chabako also feature an internal shelf. Originally, there were no rules for the tea-making procedure (temae). However, the 11th-generation head of the Urasenke school of tea created certain types of procedures. For the procedures, the box is carried into the place where the tea is to be made, sometimes on a tray, and the ceremony proceeds with each item being removed from, and finally returned to, the box. Tea boxes are made of wood, and may be lacquered and decorated, or left untreated. There are similar portable tea-making sets called chakago (茶籠, lit. 'tea basket[s]'), in which case the box is formed through basket weaving. Charcoal-related items Ash Ash, known as..."
Jikō-in,https://en.wikipedia.org/wiki/Jik%C5%8D-in,"Jikō-in (慈光院) is a Buddhist temple located in the Koizumi-chō neighborhood of the city of Yamatokōriyama, Nara Prefecture, Japan. It belongs to the Daitokuji-branch of the Rinzai school of Japanese Zen and its honzon is a statue of Shaka Nyorai.  The sangō of the temple is Entsuzan (圓通山). The Jikō-in garden has been designated Place of Scenic Beauty and National Historic Site since 1934.","Jikō-in (慈光院) is a Buddhist temple located in the Koizumi-chō neighborhood of the city of Yamatokōriyama, Nara Prefecture, Japan. It belongs to the Daitokuji-branch of the Rinzai school of Japanese Zen and its honzon is a statue of Shaka Nyorai. The sangō of the temple is Entsuzan (圓通山). The Jikō-in garden has been designated Place of Scenic Beauty and National Historic Site since 1934. Overview The temple was founded by Katagiri Sadamasa, second daimyō of Koizumi Domain, who was better known under the name ""Sekishu"" as the founder of Sekishu-ryu school of the Japanese tea ceremony. He was the nephew of Katagiri Katsumoto and tea instructor to the fourth Shogun, Tokugawa Ietsuna, so his style became popular among the feudal ruling class of Japan at the time. Jikō-in was constructed in 1663 as the bodaiji memorial temple for his father, Katagiri Sadataka, and the 185th abbot of Daitoku-ji was its founding priest. The name of ""Jikō-in"" was taken from Katagiri Sadataka's dharma name Jikōin-den Setsutei Sōritsu Koji. The temple gate was a structure salvaged from Settsu Ibaraki Castle, Katagiri Sadamasa's birthplace, after that castle was abolished under the Tokugawa shogunate's ""One Castle per Province"" edict. The temple is located 1.4 kilometers northwest, or approximately 20-minutes on foot, from Yamato-Koizumi Station on the JR West Kansai Main Line. National Important Cultural Properties Shoin (書院), early Edo period. This is the central building of the temple and functions as its Main Hall. It has the appearance of a farmhouse with a thatch roof, hipped gables and tiled eaves. It consists of an upper room of 13 tatami mats, a middle room, and a lower room. The upper room is equipped with a tokonoma but it does not have a nageshi (railings), making it a simple and light design. On the north side is a three tatami mat room for the tea ceremony. The ceiling and lintels are low throughout, carefully designed to give a sense of peace and calm when seated. It is also famous for its borrowed scenery view of the Nara Basin. It was designed a National Important Cultural Property in 1944. The tsukubai (water basin) attached to the tea room and the three chōzubachi (water basins) attached to the Shoin were also made by Sekishu, and all part of the National Important Cultural Property designation. Chashitsu Kobayashi-an (茶室（高林庵)), early Edo period. This is the chashitsu used by Katagiri Sadamasa. In 1671, it was added to the northeast of the shoin (abbot's chamber). The interior is a two-tatami-mat daime (a platform) with a large lattice window on a rectangular fold, and the nijiriguchi (a small entrance to the room) is left open to the right, leaving a small wall behind. The tokonoma alcove is placed immediately to the left of the tea ceremony entrance, the furthest from the guest seat, showing the layout of a ""host's alcove."" Including the two-tatami waiting room separated from the guest room by two sliding doors, the entire room is four tatami mats in size,..."
Jo-ha-kyū,https://en.wikipedia.org/wiki/Jo-ha-ky%C5%AB,"Jo-ha-kyū (序破急) is a concept of modulation and movement applied in a wide variety of traditional Japanese arts. Roughly translated to ""beginning, break, rapid"", it essentially means that all actions or efforts should begin slowly, speed up, and then end swiftly. This concept is applied to elements of the Japanese tea ceremony, martial arts (kenjutsu, iaido, kendō, karate), dramatic structure in the traditional theatre, and to the traditional collaborative linked verse forms renga and renku (haikai no renga).
The concept originated in gagaku court music, specifically in the ways in which elements of the music could be distinguished and described. Though eventually incorporated into a number of disciplines, it was most famously adapted, and thoroughly analysed and discussed by the great Noh playwright Zeami, who viewed it as a universal concept applying to the patterns of movement of all things.","Jo-ha-kyū (序破急) is a concept of modulation and movement applied in a wide variety of traditional Japanese arts. Roughly translated to ""beginning, break, rapid"", it essentially means that all actions or efforts should begin slowly, speed up, and then end swiftly. This concept is applied to elements of the Japanese tea ceremony, martial arts (kenjutsu, iaido, kendō, karate), dramatic structure in the traditional theatre, and to the traditional collaborative linked verse forms renga and renku (haikai no renga). The concept originated in gagaku court music, specifically in the ways in which elements of the music could be distinguished and described. Though eventually incorporated into a number of disciplines, it was most famously adapted, and thoroughly analysed and discussed by the great Noh playwright Zeami, who viewed it as a universal concept applying to the patterns of movement of all things. Theatre It is perhaps in the theatre that jo-ha-kyū is used the most extensively, on the most levels. Following the writings of Zeami, all major forms of Japanese traditional drama (Noh, kabuki, and jōruri) utilize the concept of jo-ha-kyū, from the choice and arrangement of plays across a day, to the composition and pacing of acts within a play, down to the individual actions of the actors. Zeami, in his work ""Sandō"" (The Three Paths), originally described a five-part (five dan) Noh play as the ideal form. It begins slowly and auspiciously in the first part (jo), building up the drama and tension in the second, third, and fourth parts (ha), with the greatest climax in the third dan, and rapidly concluding with a return to peace and auspiciousness in the fifth dan (kyū). This same concept was later adapted into jōruri and kabuki, where the plays are often arranged into five acts with jo-ha-kyū in mind. Takemoto Gidayū, the great jōruri chanter, was the first to describe the patterns or logic behind the five acts, which parallel as well the five categories of Noh which would be performed across a day. He described the first act as ""Love""; the play opens auspiciously, using gentle themes and pleasant music to draw in the attention of the audience. The second act is described as ""Warriors and Battles"" (shura). Though it need not contain actual battle, it is generally typified by heightened tempo and intensity of plot. The third act, the climax of the entire play, is typified by pathos and tragedy. The plot achieves its dramatic climax. Takemoto describes the fourth act as a michiyuki (journey), which eases out of the intense drama of the climactic act, and often consists primarily of song and dance rather than dialogue and plot. The fifth act, then, is a rapid conclusion. All loose ends are tied up, and the play returns to an auspicious setting. Poetry In 1356, it was Nijō Yoshimoto who established the sequential pattern of renga, haikai and noh by requiring jo-ha-kyū for renga in his Tsukubashū (菟玖波集) See also Dramatic structure Kishōtenketsu, contrasting 4-part structure Shuhari Three-act structure Yonkoma ==..."
